ShortIndustry,Industry,IssuedbyOrganization,Issued for Organization,Title,Tender No,ProcurementMethod,Issued Date,Amendments,ClosingDate,SuccessfulVendor,SuccessfulVendorCity,AwardTotal,DateAwarded,Province,Country,IssuedYr,ClosingYr,AwardedYr,IssuedMon,ClosingMon,AwardedMon
GovLAW,Government and Law,Ministry of Justice,Ministry of Justice,Body Transportation for Kamloops area,BCCS-RFP:001-16,RFP,2016-01-27,0,2016-02-17,C. Thompson & Son Ltd.,Kelowna,"$350,000.00",2016-03-09,British Columbia,Canada,2016,2016,2016,1,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Hot-In-Place Recycling 2016/17, Whiskers Pt. to Mackenzie Junct.",37258MJ0000,MOTITT,2016-02-01,0,2016-03-01,Green Roads Recycling Ltd.,Fernie,"$3,563,025.00",2016-03-09,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"Traffic Control and First Aid ""as and when"" contract",20144OP0068,MOTITT,2016-02-23,0,2016-03-08,Domcor Traffic Control International Inc.,Campbell River,"$64,845.00",2016-03-09,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFQ BCBID 7034 Engineering Services for Rural Arterial Hwy Des,7034,RFQ,2015-07-21,3,2015-07-30,RF Binnie & Associated Ltd.,Burnaby,"$1,757,143.00",2016-03-10,British Columbia,Canada,2015,2015,2016,7,7,3
GovLAW,Government and Law,Ministry of Justice,Ministry of Justice,Body Transportation for North Island area,BCCS-003-16,RFP,2016-01-27,1,2016-02-16,N/A,N/A,$0.00,2016-03-10,N/A,N/A,2016,2016,2016,1,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,2016-2017 Pavement Surface Condition Surveys,CMB20151214,RFP,2016-01-28,8,2016-02-10,Tetra Tech EBA Inc,Vancouver,"$792,000.00",2016-03-10,British Columbia,Canada,2016,2016,2016,1,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing - H6 Burton to Fauquier and Side Roads,23924MJ0000,MOTITT,2016-02-04,0,2016-03-08,Interoute Construction Ltd dba Selkirk Paving,Crescent Valley,"$3,925,675.82",2016-03-10,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,Tire Blasting Mats (Keremeos),ITQ-004766,Itq,2016-03-01,0,2016-03-09,Reliable Tire Recycling,Winnipeg,"$45,628.80",2016-03-10,Manitoba,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services",SAP Support renewal March 30 2016 to March 29 2017,ITQ-004770,Itq,2016-03-02,0,2016-03-09,CDW Canada Inc,Etobicoke,"$121,744.00",2016-03-10,Ontario,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Recipient Agreement Holder - Prince George TSA LBIP,RA-15001,RFP,2015-12-04,0,2016-01-22,Erafor Forestry Ltd.,Prince George,$0.00,2016-03-11,British Columbia,Canada,2015,2016,2016,12,1,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Recipient Agreement Holder - Nadina Forest District LBIP,RA-15002,RFP,2015-12-04,0,2016-01-22,Silvicon Services Inc,Smithers,$0.00,2016-03-11,British Columbia,Canada,2015,2016,2016,12,1,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Resurfacing - H93/95 Grave Lk to Canal Flats and Side Roads,23927MJ0000,MOTITT,2016-02-03,0,2016-03-03,Okanagan Aggregates Ltd.,Armstrong,"$2,286,023.00",2016-03-11,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Hwy 19 Nanaimo Parkway Intersection Improvements,16632MJ2016,MOTITT,2016-03-01,1,2016-03-08,Lafarge Canada Inc. dba Hub City Paving,Nanaimo,"$1,179,358.50",2016-03-11,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","ableau Software Desktop - Professional User (Victoria, BC)",ITQ-004773,Itq,2016-03-03,0,2016-03-10,Softchoice LP,Toronto,"$12,004.20",2016-03-11,Ontario,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","FY17 WS02 Support Services. (Victoria, BC)",ITQ-004778,Itq,2016-03-04,0,2016-03-10,WSO2,Mountain View,"$39,850.00",2016-03-11,California,USA,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations","Contract Captain and Crew ""MV Forest Patrol"" Vessel",GS17NAN701,ITT,2016-01-14,0,2016-02-10,N/A,N/A,$0.00,2016-03-14,N/A,N/A,2016,2016,2016,1,2,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Provincial Forest Stewardship Plan (FSP) Training,1070-30/TR16FHQ279,ITT,2016-02-05,0,2016-02-19,Robert Bruce Hunter,Qualicum Beach,"$38,000.00",2016-03-14,British Columbia,Canada,2016,2016,2016,2,2,3
COSRV,"Education, Social, and Community Services",Ministry of Education,Ministry of Education,Managing Editor and Design Consultant,ON-002807,RFP,2016-02-16,0,2016-03-04,A. Toutant Consulting Group Ltd.,Victoria,"$98,000.00",2016-03-14,British Columbia,Canada,2016,2016,2016,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Education,Ministry of Education,Technical Editor – Curriculum Transformation,ON-002811,RFP,2016-02-19,0,2016-03-08,WEST COAST EDITORIAL ASSOCIATES LLP.,Sidney,"$75,000.00",2016-03-14,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Supply, Deliver & Unload, 529 Concrete Blocks (Keremeos)",ITQ-004767,Itq,2016-03-02,0,2016-03-10,Lock-Block Limited,Richmond,"$191,371.04",2016-03-14,British Columbia,Canada,2016,2016,2016,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Rock scaling 4714 m2 of slope to remove loose rock and debris.,86002MJ0233,MOTITT,2016-02-10,0,2016-03-09,Neds Creek Blasting Ltd.,Kamloops,"$558,160.00",2016-03-15,British Columbia,Canada,2016,2016,2016,2,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations","Contract Captain and Crew for vessel ""MV Forest Patrol""",GS17NAN701A,ITT,2016-02-15,0,2016-03-08,N/A,N/A,$0.00,2016-03-15,N/A,N/A,2016,2016,2016,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Social Innovation,Ministry of Social Development and Social Innovation,"Security Service Vancouver Island, Kootenays, Interior and North",SEC20160001,ITQ,2016-02-16,1,2016-03-04,Mountain Eagle Security,Cranbrook,$0.00,2016-03-15,British Columbia,Canada,2016,2016,2016,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Social Innovation,Ministry of Social Development and Social Innovation,"Security Service Vancouver Island, Kootenays, Interior and North",SEC20160001,ITQ,2016-02-16,1,2016-03-04,Footprints Security Patrol,Nanaimo,$0.00,2016-03-15,British Columbia,Canada,2016,2016,2016,2,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Social Innovation,Ministry of Social Development and Social Innovation,"Security Service Vancouver Island, Kootenays, Interior and North",SEC20160001,ITQ,2016-02-16,1,2016-03-04,Securiguard Services,Vancouver,$0.00,2016-03-15,British Columbia,Canada,2016,2016,2016,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Treated Wood Posts (Various BC Locations),ITQ-004764,Itq,2016-03-01,2,2016-03-04,0938541 BC Ltd.,Armstrong,"$13,969.92",2016-03-15,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Treated Wood Posts (Various BC Locations),ITQ-004764,Itq,2016-03-01,2,2016-03-04,Princeton Wood Preservers Ltd.,Princeton,"$124,015.79",2016-03-15,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","IBM WebSphere Support Renewal, April 1, 2016 to March 31, 2017",ITQ-004772,Itq,2016-03-02,0,2016-03-10,CDW Canada Inc,Etobicoke,"$69,999.42",2016-03-15,Ontario,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,Ministry of Environment,Plastic Wood Number Posts (Various Vancouver Island Locations),ITQ-004775,Itq,2016-03-03,0,2016-03-11,Wishbone Industries Ltd,Langley,"$22,467.20",2016-03-15,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","Screen Printed T-shirts, BC Wildfire Service (Victoria, BC)",ITQ-004777,Itq,2016-03-07,1,2016-03-10,Passion Sports Inc.,Victoria,"$19,895.90",2016-03-15,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","Fertilizer (UREA, Nitrogen-Sulphur-Boron, 35-0-0-10)",ITQ-004762,Itq,2016-02-26,0,2016-03-14,Terralink Horticulture Inc,Abbotsford,"$5,869,130.11",2016-03-16,British Columbia,Canada,2016,2016,2016,2,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Telescoping Square Perforated Tubing (Chilliwack),ITQ-004769,Itq,2016-03-02,0,2016-03-08,Western Canada Tube Products Ltd,Coquitlam,"$17,646.72",2016-03-16,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",Supply and Delivery of 500 Warning Signs (Chilliwack),ITQ-004782,Itq,2016-03-09,2,2016-03-14,Sherine Industries Ltd,Surrey,"$14,767.20",2016-03-16,British Columbia,Canada,2016,2016,2016,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Natural Gas Development,Ministry of Natural Gas Development,Home Inspector Common Standards Development,GS16MAN0082,SRFP,2016-01-14,2,2016-01-22,North Pacific Training & Performance Inc,Burnaby,"$63,785.00",2016-03-17,British Columbia,Canada,2016,2016,2016,1,1,3
Health,Health,Ministry of Health,Ministry of Health,Health Technology Assessment Resources,RFPHL253,RFP,2016-01-28,2,2016-02-11,University of Calgary,Calgary,"$270,000.00",2016-03-17,Alberta,Canada,2016,2016,2016,1,2,3
Health,Health,Ministry of Health,Ministry of Health,Health Technology Assessment Resources,RFPHL253,RFP,2016-01-28,2,2016-02-11,University of British Columbia,Vancouver,"$270,000.00",2016-03-17,British Columbia,Canada,2016,2016,2016,1,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Replacement of Kathlyn Creek II Culvert with a clear span bridge,37054MJ0001,MOTITT,2016-02-10,1,2016-02-18,N/A,N/A,$0.00,2016-03-17,N/A,N/A,2016,2016,2016,2,2,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,2016 Vehicle Upfit - Repainting - MoTI,ITQ-004765,Itq,2016-03-01,0,2016-03-16,Premiere Collision Ltd.,Surrey,"$201,152.00",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations","RESOURCE ROAD CHANNEL SIGNS ORDER (Prince George, BC)",ITQ-004774,Itq,2016-03-03,0,2016-03-11,Astrographic Industries Ltd,Surrey,"$5,197.78",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","Firemon Policy Optimization and Monitoring (VIctoria, BC)",ITQ-004779,Itq,2016-03-04,0,2016-03-14,Integrity-Paahi Solutions Inc.,Vancouver,"$137,788.05",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,Procurement Services Branch,"Ministry of Forests, Lands and Natural Resource Operations",FY16 Steel Pipe (Revelstoke/Cranbrook BC),ITQ-004780,Itq,2016-03-07,0,2016-03-14,Pipe & Piling Supplies (BC) Ltd,Port Coquitlam,"$111,150.14",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","SSL Decryption Encryption (Victoria, BC)",ITQ-004783,Itq,2016-03-07,0,2016-03-15,Telus Communications Inc,Victoria,"$298,258.24",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Cheekye Land Survey,RFPCLO16-005,RFP,2016-03-10,7,2016-03-11,McElhanney Associates Land Surveying Ltd.,Vancouver,"$31,300.00",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Cheekye Land Survey,RFPCLO16-005,RFP,2016-03-10,7,2016-03-11,Highmark Survey,Whistler,"$12,900.00",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Cheekye Land Survey,RFPCLO16-005,RFP,2016-03-10,7,2016-03-11,Highmark Survey,Whistler,"$5,100.00",2016-03-17,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Education,Ministry of Education,Literacy Assessment Developer,ON-002816,RFP,2016-02-24,0,2016-03-11,Daniel Walker Hughes,Qualicum Beach,"$75,000.00",2016-03-18,British Columbia,Canada,2016,2016,2016,2,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,"H37-intermittent pulverizing & gravelling, supply & apply GAS",37252MJ0000,MOTITT,2016-03-08,2,2016-03-16,White Bear Industries Ltd.,Terrace,"$3,795,104.00",2016-03-18,British Columbia,Canada,2016,2016,2016,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Procurement Services Branch,Ministry of Transportation and Infrastructure,"Ski-doo Summit X 800 or equivalent (Penticton, BC)",ITQ-004785,Itq,2016-03-09,0,2016-03-15,Cycle North Enterprises Ltd,Prince George,"$12,992.00",2016-03-18,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Social Innovation,Ministry of Social Development and Social Innovation,Customized Employment Development Training,RFP-ELMS-TRAIN-2016,RFP,2016-02-16,1,2016-03-01,Back in Motion Inc.,Surrey,"$94,734.00",2016-03-21,British Columbia,Canada,2016,2016,2016,2,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","Tripwire IP360 Network Scanner (Victoria, BC)",ITQ-004788,Itq,2016-03-11,0,2016-03-18,Integrity-Paahi Solutions Inc.,Vancouver,"$35,634.00",2016-03-21,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Lower Britannia Dam Access Road,ITTCLO16-004,ITT,2016-03-14,3,2016-03-18,Whittacker Equipment Limited,Squamish,"$38,736.00",2016-03-21,British Columbia,Canada,2016,2016,2016,3,3,3
INFRA,"Trades, Infrastruture, and Manufactoring",Ministry of Transportation and Infrastructure,Ministry of Transportation and Infrastructure,RFQ_7007_Highway 1 Squilax Four-Laning and Interchange - FINAL,7007,RQU,2015-06-25,0,2015-07-16,N/A,N/A,$0.00,2016-03-22,N/A,N/A,2015,2015,2016,6,7,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Aerial Overview Survey Mapping,FH17944-002,ITT,2016-03-04,0,2016-03-22,0988936 BC Ltd.,Coldstream,"$25,125.00",2016-03-22,British Columbia,Canada,2016,2016,2016,3,3,3
ENVOMT,Natural Resources and Agriculture,"Ministry of Forests, Lands and Natural Resource Operations","Ministry of Forests, Lands and Natural Resource Operations",Gypsy Moth Monitoring:trap placement and retrieval,FH17944-003,ITT,2016-03-04,0,2016-03-22,H.I.S. Wildfire FS Inc.,Kamloops,"$11,913.78",2016-03-22,British Columbia,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Procurement Services Branch,"Ministry of Technology, Innovation and Citizens' Services","SDSI Adobe AEM SPT Renewal (Victoria, BC)",ITQ-004787,Itq,2016-03-11,0,2016-03-17,CDW Canada Inc,Etobicoke,"$8,388.44",2016-03-22,Ontario,Canada,2016,2016,2016,3,3,3
COSRV,"Education, Social, and Community Services",Ministry of Social Development and Social Innovation,Ministry of Social Development and Social Innovation,"Third Party Administration of Benefits-Coastal,Interior,North   ",TPA20160001,ITQ,2016-02-17,0,2016-03-04,Partners in Resources Inc,Kelowna,"$74,604.00",2016-03-23,British Columbia,Canada,2016,2016,2016,2,3,3
